p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
1.66207003093945e-10	-0.298310125023635	0.318	0.438	2.32922494135854e-06	1	MFAP4
5.88676512979977e-09	-0.307017995257376	0.319	0.446	8.24971265290139e-05	1	IGF2
6.69272371213582e-09	-0.309493120526604	0.246	0.361	9.37918301018714e-05	1	HTRA1
1.5954918603189e-08	-1.04388291927836	0.582	0.657	0.00022359222930509	1	MYH6
1.90058145112906e-06	-0.263254965001433	0.651	0.697	0.0266347484561226	1	LGALS1
7.679938025114e-06	-0.27669366207689	0.449	0.516	0.107626651483948	1	SFRP1
0.000192836991738146	-0.265130920160258	0.558	0.615	1.0	1	IGFBP2
0.00525218070269458	-0.340832346798584	0.5	0.528	1.0	1	IGFBP7
0.00560132767692573	-0.301633562014946	0.544	0.574	1.0	1	PAM
7.17880794909231e-75	0.601629044562006	0.898	0.59	1.0060381459858e-70	2	FHL2
1.73778325983891e-64	0.457024619750055	0.983	0.922	2.43532946033825e-60	2	NPPA
3.35238857274637e-55	0.728263235625856	0.829	0.558	4.69803734584676e-51	2	MB
4.30594760517536e-43	0.469797369822021	0.806	0.562	6.03435497389275e-39	2	PPP1R12B
4.60007505954831e-42	0.277137135249405	0.394	0.144	6.446545188451e-38	2	IRX3
7.05633450163527e-42	0.350358253113332	0.994	0.952	9.88874717059167e-38	2	ACTC1
8.15880772351166e-42	0.363853620256759	0.878	0.642	1.14337531437292e-37	2	PLN
1.54551057890859e-41	-0.42032830998672	0.979	0.979	2.1658785252825e-37	2	ACTB
4.56109206499161e-41	0.386114610728917	0.998	0.962	6.39191441987925e-37	2	MYH7
8.04151666928878e-41	-0.801961088427897	0.778	0.87	1.12693814603413e-36	2	COL1A1
1.12660630931647e-39	0.376541847337164	0.744	0.453	1.5788260818761e-35	2	ANKRD1
1.94357089324696e-39	0.343063893325755	0.992	0.986	2.72372024979629e-35	2	TPM1
7.66805006544603e-38	0.394028633323448	0.898	0.746	1.07460053617161e-33	2	TGM2
5.98079378248407e-35	0.295504955994898	0.495	0.232	8.38148440677317e-31	2	MASP1
1.34313085181318e-33	0.311300826236775	0.569	0.312	1.88226357573098e-29	2	ADCY5
2.54819789277684e-33	0.343589923297384	0.968	0.812	3.57104452693747e-29	2	MYL2
1.02051184843575e-32	0.333466453245792	0.766	0.501	1.43014530439787e-28	2	NAV1
4.77295794825489e-32	0.352257903118232	0.908	0.734	6.68882326868441e-28	2	TTN
6.45910071861904e-32	0.329025193452518	0.953	0.825	9.05178374707272e-28	2	CTD-2545M3.8
1.17816549290595e-31	0.363363605771541	0.898	0.739	1.65108112175839e-27	2	SLC8A1
9.83052814560224e-30	0.375621237747535	0.802	0.593	1.3776502143247e-25	2	POSTN
1.33872430564823e-29	0.281313136232705	0.96	0.845	1.87608824193543e-25	2	MYBPC3
1.47684048324863e-29	0.316359659845518	0.864	0.729	2.06964425322462e-25	2	ATP1A1
1.80820212081202e-28	-0.716420375699215	0.576	0.712	2.53401445210597e-24	2	COL1A2
8.60406175042985e-28	0.329298985185985	0.569	0.34	1.20577321370524e-23	2	LGALS3
1.7532678782776e-27	0.295295630350222	0.298	0.119	2.45702960461823e-23	2	MYOM2
2.67572314429794e-27	0.281204400559776	0.559	0.334	3.74975841441913e-23	2	GJA1
2.0748031909833e-26	-0.546134122382059	0.177	0.411	2.907629191844e-22	2	FOS
2.13851558505855e-26	0.282277786150308	0.989	0.943	2.99691574090105e-22	2	MYL3
2.328516609049e-26	0.304319562779766	0.9	0.736	3.26318317592127e-22	2	TNNI3
4.09110629842993e-26	-0.433406370647109	0.188	0.419	5.73327636661971e-22	2	PTN
4.33828299257814e-26	0.295561781241113	0.9	0.758	6.07966978579901e-22	2	CRYAB
7.87938398568807e-25	0.292237029828617	0.476	0.262	1.10421687175433e-20	2	ALDOC
2.58040252110536e-24	-0.567027530949716	0.056	0.255	3.61617609307706e-20	2	OGN
8.37645455988698e-24	0.323188280496432	0.806	0.579	1.17387634202256e-19	2	NEBL
1.27962719254013e-22	0.265267866486572	0.74	0.557	1.79326954762574e-18	2	FXYD6
2.14232476736473e-22	0.26755818498585	0.844	0.658	3.00225392898494e-18	2	SORBS2
6.21666256376063e-22	-0.547338477560507	0.092	0.291	8.71203091685414e-18	2	FOSB
7.18263814223752e-22	0.271016316133865	0.802	0.624	1.00657490925317e-17	2	PDLIM5
1.46540481965052e-21	-0.334348370694716	0.141	0.345	2.05361831425824e-17	2	FBLN1
2.12770369751193e-21	0.260380585128808	0.804	0.608	2.98176396169322e-17	2	POPDC2
3.46364792703681e-21	-0.531794856704722	0.586	0.692	4.85395620494939e-17	2	SPARC
4.46636718258974e-21	-0.347636117288723	0.91	0.924	6.25916696968126e-17	2	ACTG1
3.22445205221816e-20	-0.35594847347475	0.158	0.354	4.51874710597853e-16	2	EGR1
3.32861500173564e-20	0.255845515102005	0.733	0.562	4.66472106343233e-16	2	VCAN
1.46488432885168e-19	-0.517212078279931	0.279	0.453	2.05288889845275e-15	2	IGF2
2.97710073842972e-19	-0.464834768935386	0.13	0.311	4.17210897483541e-15	2	COL2A1
4.09706408051111e-19	0.255918505752421	0.727	0.544	5.74162560242827e-15	2	MYOM1
1.59004538923148e-18	-0.378531809319298	0.262	0.448	2.228289608469e-14	2	MFAP4
2.43251342219688e-18	-0.277451284238077	0.913	0.92	3.40892430986671e-14	2	MDK
8.16603217638281e-18	-0.320300747492064	0.132	0.313	1.14438774919829e-13	2	JUNB
2.05739320012152e-16	-0.337181210860755	0.25	0.416	2.8832308306503e-12	2	COL5A1
4.21661527387606e-16	-0.38354308490956	0.36	0.522	5.90916464480991e-12	2	DCN
6.48695169159604e-16	0.259540975186394	0.38	0.222	9.09081410060269e-12	2	NPPB
8.29477754787004e-16	-0.313527484963696	0.235	0.401	1.16243012555851e-11	2	MMP2
7.06142958542714e-15	-0.264639345942708	0.275	0.44	9.8958874210176e-11	2	DPYSL3
1.33850050615008e-14	-1.26135522782561	0.32	0.455	1.87577460931872e-10	2	ELN
2.58262936355824e-14	-0.361905941718362	0.126	0.272	3.61929679009052e-10	2	CRABP2
2.90693584471069e-14	-0.415580161370649	0.307	0.445	4.07377989277756e-10	2	MYH10
5.21697970323968e-14	-0.486606483035605	0.883	0.888	7.31107535612009e-10	2	COL3A1
1.1514264217265e-13	-0.490887508763233	0.237	0.379	1.61360898740752e-09	2	CXCL12
1.73928968001038e-13	-0.250252497847383	0.194	0.344	2.43744055756654e-09	2	SLIT3
2.18397329894073e-13	-0.496598427945223	0.608	0.676	3.06062018113553e-09	2	TAGLN
4.78825500179303e-13	-0.259673897375623	0.723	0.802	6.71026055951275e-09	2	PTMA
5.90835058257089e-13	-0.297545018222948	0.243	0.384	8.27996250641485e-09	2	KCTD12
7.20565162550133e-13	0.253709288697895	0.911	0.866	1.00980001879776e-08	2	YBX1
1.54100632206396e-12	-0.293071587862426	0.362	0.498	2.15956625974043e-08	2	CALD1
5.19143747524536e-12	-0.379866720372499	0.644	0.698	7.27528047780885e-08	2	LGALS1
5.61346393988284e-11	-0.274429789934636	0.258	0.379	7.86670836535181e-07	2	LTBP4
5.69930546667479e-11	-0.265427347217764	0.776	0.807	7.98700668099805e-07	2	TPM2
5.70880461207679e-11	-0.282376109772078	0.58	0.653	8.00031878336441e-07	2	TPM4
1.51661607176072e-10	-0.495632787764395	0.333	0.443	2.12538576296547e-06	2	ACTA2
3.75742115346291e-10	-0.289756182792994	0.411	0.519	5.26565000446292e-06	2	JUN
1.40292686614236e-09	-0.265722687796449	0.341	0.446	1.9660617102119e-05	2	SOX4
3.48109165074891e-09	-0.262300980296709	0.678	0.712	4.87840183935953e-05	2	FLNA
4.86870284870593e-08	-0.250093225769192	0.379	0.481	0.000682300017217649	2	IGFBP5
2.33816341782977e-07	-0.364446946381681	0.454	0.516	0.00327670221374664	2	BGN
3.40157685713759e-06	-0.324506100449435	0.46	0.514	0.0476696980759262	2	SFRP1
9.72188216043896e-06	-0.303468539336568	0.222	0.304	0.136242456596392	2	BLVRB
1.4307182206847e-05	-0.32510188891153	0.576	0.61	0.200500851446754	2	IGFBP2
0.000733056311282005	-0.452143666427862	0.505	0.526	1.0	2	IGFBP7
0.000878461945846686	-0.289450878513542	0.305	0.348	1.0	2	HTRA1
0.00731538993075901	-0.294898897459193	0.305	0.347	1.0	2	FAM210B
4.60324432425764e-42	0.413484236578313	0.997	0.945	6.45098659601466e-38	3	MYL3
4.24675298468051e-37	0.419555653647171	0.997	0.965	5.95139963273127e-33	3	MYH7
8.9099971872998e-33	0.354601503507381	0.992	0.933	1.24864700582819e-28	3	TNNI1
2.63628006805905e-29	0.396722277685597	0.972	0.822	3.69448288737795e-25	3	MYL2
2.35531194009558e-23	0.365099158417656	0.897	0.747	3.30073415284995e-19	3	TNNI3
1.34380676686717e-21	0.29641959351187	0.994	0.955	1.88321080308766e-17	3	ACTC1
4.50398234387244e-21	0.310726608549937	0.931	0.812	6.31188085670284e-17	3	CHCHD10
5.35187390368375e-21	0.280482313681744	0.992	0.938	7.50011608862241e-17	3	MYL4
1.49529715038887e-20	0.288087698624818	0.972	0.851	2.09550942655496e-16	3	MYBPC3
3.38245060346127e-20	0.312215583745124	0.883	0.752	4.74016627569063e-16	3	LAPTM4B
3.62272675144537e-19	0.271751921914674	0.983	0.972	5.07688926947553e-15	3	RPS17
7.28606722474752e-19	0.271386684751638	0.972	0.882	1.02106946087612e-14	3	HSPB7
7.35994919980884e-17	0.252900244168922	0.889	0.713	1.03142328086121e-12	3	SLC25A4
1.05008972710802e-16	0.26512269680835	0.997	0.986	1.47159574356918e-12	3	TPM1
2.00896127715945e-16	0.270379625135254	0.889	0.768	2.81535833381126e-12	3	CRYAB
4.22948617927697e-16	0.262768990169035	0.869	0.701	5.92720193163875e-12	3	PFKP
9.43576523916619e-16	0.288445631553659	0.592	0.403	1.32232814061675e-11	3	COX6A2
4.36572728024892e-15	0.269329725986526	0.794	0.622	6.11813021054084e-11	3	FHL2
4.99781497928945e-15	0.322277569457652	0.825	0.692	7.00393791197623e-11	3	COX6C
9.68892403715894e-15	-0.452762893560637	0.356	0.524	1.35780581456745e-10	3	SFRP1
3.06076362054438e-14	0.296231418755862	0.694	0.523	4.28935413783089e-10	3	SDHA
3.24462779779946e-14	0.250181689746597	0.919	0.819	4.54702139583616e-10	3	ATP5A1
3.50783777802294e-13	-0.540845299988708	0.203	0.375	4.91588386212134e-09	3	CXCL12
1.64532879029221e-12	0.264311411807198	0.744	0.597	2.30576376671551e-08	3	ATP5O
2.16208901380355e-12	0.250202161700955	0.836	0.752	3.0299515439443e-08	3	COX5B
7.88409025135186e-12	0.26040808259651	0.633	0.476	1.10487640782445e-07	3	COX7A1
1.69254746093592e-11	-0.502820026118711	0.283	0.443	2.3719360117556e-07	3	ACTA2
2.95279188550095e-11	-0.291633213866837	0.181	0.336	4.13804254834102e-07	3	SLIT3
3.48876467594838e-11	-0.583837478629383	0.628	0.696	4.88915481687405e-07	3	COL1A2
7.27371864976404e-11	-0.272913488301382	0.975	0.98	1.01933893157793e-06	3	ACTB
6.40446848046304e-10	-0.374171403779039	0.125	0.263	8.97522212852091e-06	3	CRABP2
8.96636081644721e-10	-0.491625218215721	0.572	0.676	1.25654580481691e-05	3	TAGLN
1.19883716468306e-09	0.261226884944789	0.794	0.67	1.68005040258684e-05	3	COX5A
2.32231631419399e-09	-0.446770048123506	0.847	0.892	3.25449408271146e-05	3	COL3A1
3.54361972117784e-09	-0.277969663988827	0.261	0.414	4.96602867725862e-05	3	FBN1
5.36265666648436e-09	-0.363674670793245	0.306	0.436	7.51522705241119e-05	3	MYH10
1.29996904550776e-08	-0.285728806958467	0.558	0.651	0.000182177662037458	3	TPM4
1.71945867361532e-08	-0.281714231986977	0.361	0.489	0.000240964938520451	3	CALD1
3.23484144068619e-08	-0.277196416048068	0.594	0.702	0.000453330679497762	3	FSTL1
4.35328172093325e-08	-0.31734367996008	0.678	0.751	0.000610068900371585	3	MT-ND5
9.79579379310893e-08	-1.30157671640466	0.339	0.444	0.00137278254216629	3	ELN
1.08715851262765e-07	-0.279491064419411	0.203	0.336	0.00152354393959639	3	EGR1
1.47737441501337e-07	-0.268418281069983	0.247	0.373	0.00207039250519974	3	PLK2
1.21291355540455e-06	-0.308379279119461	0.633	0.696	0.0169977705654393	3	LGALS1
1.51132499336686e-06	-0.509173142269175	0.853	0.854	0.0211797084570431	3	COL1A1
1.82747642356972e-06	-0.382083169808818	0.617	0.682	0.0256102545999061	3	SPARC
2.5674742602051e-06	-0.390373510946504	0.333	0.435	0.0359805842825142	3	IGF2
5.8058576780217e-06	-0.307871184947897	0.189	0.292	0.0813632894997961	3	COL2A1
1.43805941420617e-05	-1.04345476481161	0.583	0.651	0.201529646306853	3	MYH6
2.43186935025812e-05	-0.25090447241677	0.311	0.398	0.340802170745173	3	COL5A1
6.50399728089672e-05	-0.289749739003833	0.858	0.851	0.911470178944866	3	FN1
0.000106702182904803	-0.282312372681572	0.358	0.424	1.0	3	MFAP4
0.000124473525534078	-0.266465720835297	0.211	0.3	1.0	3	BLVRB
0.000215651043635865	-0.33643014457175	0.286	0.382	1.0	3	FOS
0.000606808184209148	-0.369801875457747	0.278	0.348	1.0	3	FAM210B
0.000656084630779966	-0.28996767553645	0.189	0.266	1.0	3	FOSB
0.000887179031211454	-0.289968939653048	0.281	0.349	1.0	3	HTRA1
0.00685678006737444	-0.253933659305955	0.478	0.509	1.0	3	BGN
1.70280372941801e-197	1.37319681340976	0.878	0.212	2.3863091464064e-193	4	COL2A1
1.95300746184181e-192	2.5699011332364	1.0	0.603	2.73694465702511e-188	4	MYH6
3.69307406954163e-163	1.45477746938805	0.959	0.524	5.17547400105564e-159	4	PAM
6.22486514580378e-122	0.747567378161055	1.0	0.996	8.72352601532942e-118	4	MYL7
2.46517620371833e-121	1.27807778769849	0.997	0.925	3.45469793189087e-117	4	NPPA
1.98814884172885e-118	1.03160913469873	0.959	0.699	2.78619178679881e-114	4	ATP2A2
1.26614685077865e-110	0.517671214773594	0.436	0.057	1.7743781966812e-106	4	NR2F1
1.34294176663633e-110	-1.71965179541852	0.887	0.978	1.88199859176416e-106	4	MYH7
2.8611950465389e-103	-1.60502100005503	0.455	0.883	4.00967873821962e-99	4	MYL2
2.66760787623782e-100	0.344139625510415	0.295	0.022	3.73838567775968e-96	4	PDE8B
4.34304728686644e-88	0.654816793466354	0.618	0.18	6.08634646781463e-84	4	NR2F2
7.5070626113109e-79	0.624930965155411	0.58	0.172	1.05203975434911e-74	4	GJA5
8.95148649141561e-70	0.580847638169974	0.533	0.154	1.25446131690698e-65	4	TBX5
3.51543022970368e-65	0.606827223864785	0.567	0.184	4.92652392390674e-61	4	PRKAG2
7.16979236624814e-60	0.488255774804555	0.361	0.076	1.00477470220601e-55	4	CPNE5
1.86964291079893e-57	0.458969492384934	0.37	0.082	2.62011757519362e-53	4	RELN
6.46522164170234e-56	-0.647845325337143	0.856	0.972	9.06036160868166e-52	4	VIM
2.41341441830257e-50	0.336389298024196	0.32	0.069	3.38215896580922e-46	4	GPX3
2.10678289589437e-47	0.587855166489778	0.777	0.466	2.95244555030638e-43	4	TECRL
3.95167709402781e-47	-0.460467103625426	0.984	0.994	5.53788027957057e-43	4	TMSB10
4.03732987744113e-45	0.457445342161807	0.508	0.192	5.657914090246e-41	4	FAM78A
8.96379965529728e-45	0.447266298720737	1.0	0.938	1.25618688369336e-40	4	MYL4
3.74432883952625e-42	0.314403341611677	0.317	0.079	5.24730243571209e-38	4	ANGPT1
2.57633231561428e-41	-0.606041753828356	0.251	0.63	3.61047210710185e-37	4	VCAN
1.71531875476414e-40	0.543069158544116	0.73	0.448	2.40384770292647e-36	4	PGAM2
6.06305310397433e-39	0.27176410552899	0.295	0.073	8.49676261990962e-35	4	SH3KBP1
1.2663692736697e-37	-0.536629019953436	0.373	0.71	1.77468990012071e-33	4	LBH
1.56680556349701e-35	-0.552901149026497	0.934	0.981	2.19572131668471e-31	4	RPS4X
3.6595907055823e-35	0.426725445409276	0.975	0.959	5.12855041480303e-31	4	MT-CO3
3.50541795574223e-34	-0.560992163201179	0.542	0.798	4.91249272317716e-30	4	TGM2
9.45866120065258e-34	0.367376190784582	0.345	0.114	1.32553678065945e-29	4	RABGAP1L
1.37955549449082e-33	0.43740043247629	0.984	0.974	1.93330906997943e-29	4	MT-CO1
1.84457179999913e-33	0.312278503533729	0.295	0.084	2.58498292051879e-29	4	FREM2
8.18704270379358e-33	-0.550034692264515	0.248	0.581	1.14733216450963e-28	4	NAV1
1.89154314214906e-32	0.483876170080343	0.746	0.525	2.65080855940769e-28	4	NES
9.15285701017632e-32	-0.455755686798725	0.069	0.407	1.28268138140611e-27	4	GJA1
5.17908360214067e-31	-0.361081647666753	0.978	0.995	7.25796776003994e-27	4	RPS12
9.76513045727882e-31	0.510217214626462	0.636	0.397	1.36848538228305e-26	4	WNK1
1.54950077244467e-30	0.324305798223143	0.994	0.991	2.17147038250396e-26	4	MYL9
3.08355779597996e-30	-0.499946922362465	0.392	0.686	4.32129789528632e-26	4	FBN2
4.86118396946532e-30	0.396658349120764	0.583	0.314	6.8124632148087e-26	4	BTG1
8.25131912692383e-30	-0.364701119315009	0.969	0.987	1.15633986244711e-25	4	RPL32
9.66604778467443e-30	-0.424701674423006	0.928	0.978	1.35459993654427e-25	4	RPS17
9.55137711680823e-29	-0.662491898972913	0.455	0.716	1.33852998914951e-24	4	LGALS1
1.34423405694311e-28	-0.360372796849697	0.978	0.987	1.88380960740007e-24	4	RPS11
1.55924289935865e-28	0.599709550208432	0.423	0.177	2.18512299916121e-24	4	AC104389.1
3.89919294282886e-27	0.340226571008202	0.997	0.956	5.46432899008036e-23	4	TNNT2
3.56236192623558e-26	0.467225053055332	0.68	0.419	4.99229400342654e-22	4	PPP1R1A
4.73383341061507e-26	0.356627505133814	0.577	0.291	6.63399414163595e-22	4	EGR1
6.6595228058077e-26	-0.398803546716994	0.169	0.479	9.3326552600589e-22	4	FZD1
7.55700753066603e-26	0.355895387227981	0.549	0.292	1.05903903534754e-21	4	SLIT3
7.69449445434728e-26	-0.622528285341011	0.433	0.666	1.07830645283223e-21	4	FHL2
1.50421306739846e-25	-0.338069583179762	0.981	0.986	2.1080041926522e-21	4	RPL31
2.56315647526666e-25	0.4180299829137	0.611	0.385	3.59200748443869e-21	4	DKK3
7.04956034967829e-25	-0.81878741461252	0.266	0.552	9.87925387403916e-21	4	IGFBP7
8.2151763556771e-25	-0.493768881863994	0.969	0.949	1.15127481448459e-20	4	MYL3
1.14189024515859e-24	-0.388997837303624	0.925	0.966	1.60024498956525e-20	4	RPL5
4.36918627064419e-24	-0.2541431920891	0.994	0.995	6.12297763968077e-20	4	RPS18
5.7739055923067e-24	0.425222585983509	0.708	0.551	8.09155129705861e-20	4	B2M
8.90578385117717e-24	0.329393957761051	0.373	0.159	1.24805654890397e-19	4	FBXO32
1.08896583283333e-23	-0.26004372809671	0.981	0.995	1.52607671813263e-19	4	RPL13A
2.0996234258338e-23	-0.258178569812116	0.997	0.999	2.94241226896349e-19	4	RPL37A
3.9099885483102e-23	-0.315885717647712	0.966	0.984	5.47945795160191e-19	4	RPL12
4.17919442785781e-23	0.269487720613682	0.307	0.11	5.85672307119993e-19	4	FAM46C
1.14416996088303e-22	0.347075353887718	0.984	0.979	1.60343978318148e-18	4	MT-ND4
4.11950328525486e-22	-0.428182328656298	0.903	0.963	5.77307190395617e-18	4	RPS24
6.50487268419831e-22	-0.340187715694745	0.119	0.394	9.11592857963551e-18	4	COL21A1
1.05628271754735e-21	0.364758318758459	0.53	0.299	1.48027460037086e-17	4	MYLK3
3.11651062885667e-21	0.384522026153228	0.263	0.093	4.36747799527974e-17	4	ITLN1
3.87965050338576e-21	-0.378394567471903	0.687	0.862	5.4369422154448e-17	4	TMSB4X
4.82375363020686e-21	-0.352284651852852	0.433	0.697	6.76000833737189e-17	4	STMN1
4.98248643258267e-21	-0.52369750887283	0.251	0.522	6.98245648662135e-17	4	DCN
2.48643160320241e-20	-0.290625563343303	0.966	0.982	3.48448524872786e-16	4	RPL27A
3.57693219652537e-20	0.42000941745718	0.859	0.729	5.01271278021065e-16	4	MT-ND5
2.77919229475034e-19	-0.261835710774614	0.972	0.99	3.89476008186313e-15	4	RPL28
2.98030778984383e-19	-0.257451661336936	0.978	0.987	4.17660333668714e-15	4	RPS16
4.20727592902619e-19	0.379979700454835	0.715	0.529	5.89607648693731e-15	4	MMP15
5.83393836775703e-19	-0.283220755077043	0.909	0.959	8.1756812285747e-15	4	RPL7
1.48890237471587e-18	0.32361930438756	0.379	0.181	2.08654778792681e-14	4	MT2A
2.25404679003301e-18	0.333845633773895	0.486	0.278	3.15882117155227e-14	4	TRIM55
3.66328241615682e-18	-0.259899087026337	0.959	0.984	5.13372397800217e-14	4	RACK1
9.93988543070083e-18	-0.329206965641097	0.871	0.946	1.39297554425841e-13	4	RPS15A
1.1295021844562e-17	0.327283307646782	0.922	0.878	1.58288436129692e-13	4	MT-ND2
1.75466150609029e-17	-0.296506408707916	0.824	0.896	2.45898263463493e-13	4	RPL26
2.72975750731553e-17	-0.264477824246933	0.912	0.967	3.82548217075199e-13	4	RPL23A
1.01725946989069e-16	0.257701047822658	0.987	0.929	1.42558742110481e-12	4	TNNC1
1.27384148698433e-16	-0.350281894387258	0.561	0.765	1.78516145985983e-12	4	COL4A1
1.33936037247662e-16	-0.318301880594061	0.082	0.299	1.87697962598874e-12	4	MASP1
1.57369035692906e-16	-0.270813725016767	0.903	0.965	2.20536966620038e-12	4	RPL37
2.2186175399466e-16	-0.281278642532714	0.928	0.977	3.10917062048116e-12	4	RPS15
